AMS,NCE,VY6291,405,EUR114.55
AMS,NCE,VY8301,435,EUR137.69
AMS,NCE,IB5773,435,EUR152.69
AMS,NCE,BA2761,380,EUR158.02
AMS,NCE,BA439,280,EUR189.18
