LHR,HND,VS7808,700,GBP538.56
LHR,HND,EK4,1085,GBP607.07
LHR,HND,CA938,1025,GBP612.56
LHR,HND,CA856,935,GBP612.56
LHR,HND,AF1181,850,GBP662.08
