CDG,MFM
CDG,JFK
CDG,OST
CDG,HKG
CDG,DUB
CDG,FCO
CDG,HND
CDG,SFO
CDG,NCE
CDG,BCN
CDG,AMS
CDG,RTM
CDG,LHR
CDG,ORD
CDG,MUC
CDG,KIX
CDG,BRU
CDG,ARN
CDG,HAM
CDG,OSL
CDG,CPH
CDG,FLR
CDG,EDI
MFM,CDG
MFM,JFK
MFM,OST
MFM,HKG
MFM,DUB
MFM,FCO
MFM,HND
MFM,SFO
MFM,NCE
MFM,BCN
MFM,AMS
MFM,RTM
MFM,LHR
MFM,ORD
MFM,MUC
MFM,KIX
MFM,BRU
MFM,ARN
MFM,HAM
MFM,OSL
MFM,CPH
MFM,FLR
MFM,EDI
JFK,CDG
JFK,MFM
JFK,OST
JFK,HKG
JFK,DUB
JFK,FCO
JFK,HND
JFK,SFO
JFK,NCE
JFK,BCN
JFK,AMS
JFK,RTM
JFK,LHR
JFK,ORD
JFK,MUC
JFK,KIX
JFK,BRU
JFK,ARN
JFK,HAM
JFK,OSL
JFK,CPH
JFK,FLR
JFK,EDI
OST,CDG
OST,MFM
OST,JFK
OST,HKG
OST,DUB
OST,FCO
OST,HND
OST,SFO
OST,NCE
OST,BCN
OST,AMS
OST,RTM
OST,LHR
OST,ORD
OST,MUC
OST,KIX
OST,BRU
OST,ARN
OST,HAM
OST,OSL
OST,CPH
OST,FLR
OST,EDI
HKG,CDG
HKG,MFM
HKG,JFK
HKG,OST
HKG,DUB
HKG,FCO
HKG,HND
HKG,SFO
HKG,NCE
HKG,BCN
HKG,AMS
HKG,RTM
HKG,LHR
HKG,ORD
HKG,MUC
HKG,KIX
HKG,BRU
HKG,ARN
HKG,HAM
HKG,OSL
HKG,CPH
HKG,FLR
HKG,EDI
DUB,CDG
DUB,MFM
DUB,JFK
DUB,OST
DUB,HKG
DUB,FCO
DUB,HND
DUB,SFO
DUB,NCE
DUB,BCN
DUB,AMS
DUB,RTM
DUB,LHR
DUB,ORD
DUB,MUC
DUB,KIX
DUB,BRU
DUB,ARN
DUB,HAM
DUB,OSL
DUB,CPH
DUB,FLR
DUB,EDI
FCO,CDG
FCO,MFM
FCO,JFK
FCO,OST
FCO,HKG
FCO,DUB
FCO,HND
FCO,SFO
FCO,NCE
FCO,BCN
FCO,AMS
FCO,RTM
FCO,LHR
FCO,ORD
FCO,MUC
FCO,KIX
FCO,BRU
FCO,ARN
FCO,HAM
FCO,OSL
FCO,CPH
FCO,FLR
FCO,EDI
HND,CDG
HND,MFM
HND,JFK
HND,OST
HND,HKG
HND,DUB
HND,FCO
HND,SFO
HND,NCE
HND,BCN
HND,AMS
HND,RTM
HND,LHR
HND,ORD
HND,MUC
HND,KIX
HND,BRU
HND,ARN
HND,HAM
HND,OSL
HND,CPH
HND,FLR
HND,EDI
SFO,CDG
SFO,MFM
SFO,JFK
SFO,OST
SFO,HKG
SFO,DUB
SFO,FCO
SFO,HND
SFO,NCE
SFO,BCN
SFO,AMS
SFO,RTM
SFO,LHR
SFO,ORD
SFO,MUC
SFO,KIX
SFO,BRU
SFO,ARN
SFO,HAM
SFO,OSL
SFO,CPH
SFO,FLR
SFO,EDI
NCE,CDG
NCE,MFM
NCE,JFK
NCE,OST
NCE,HKG
NCE,DUB
NCE,FCO
NCE,HND
NCE,SFO
NCE,BCN
NCE,AMS
NCE,RTM
NCE,LHR
NCE,ORD
NCE,MUC
NCE,KIX
NCE,BRU
NCE,ARN
NCE,HAM
NCE,OSL
NCE,CPH
NCE,FLR
NCE,EDI
BCN,CDG
BCN,MFM
BCN,JFK
BCN,OST
BCN,HKG
BCN,DUB
BCN,FCO
BCN,HND
BCN,SFO
BCN,NCE
BCN,AMS
BCN,RTM
BCN,LHR
BCN,ORD
BCN,MUC
BCN,KIX
BCN,BRU
BCN,ARN
BCN,HAM
BCN,OSL
BCN,CPH
BCN,FLR
BCN,EDI
AMS,CDG
AMS,MFM
AMS,JFK
AMS,OST
AMS,HKG
AMS,DUB
AMS,FCO
AMS,HND
AMS,SFO
AMS,NCE
AMS,BCN
AMS,RTM
AMS,LHR
AMS,ORD
AMS,MUC
AMS,KIX
AMS,BRU
AMS,ARN
AMS,HAM
AMS,OSL
AMS,CPH
AMS,FLR
AMS,EDI
RTM,CDG
RTM,MFM
RTM,JFK
RTM,OST
RTM,HKG
RTM,DUB
RTM,FCO
RTM,HND
RTM,SFO
RTM,NCE
RTM,BCN
RTM,AMS
RTM,LHR
RTM,ORD
RTM,MUC
RTM,KIX
RTM,BRU
RTM,ARN
RTM,HAM
RTM,OSL
RTM,CPH
RTM,FLR
RTM,EDI
LHR,CDG
LHR,MFM
LHR,JFK
LHR,OST
LHR,HKG
LHR,DUB
LHR,FCO
LHR,HND
LHR,SFO
LHR,NCE
LHR,BCN
LHR,AMS
LHR,RTM
LHR,ORD
LHR,MUC
LHR,KIX
LHR,BRU
LHR,ARN
LHR,HAM
LHR,OSL
LHR,CPH
LHR,FLR
LHR,EDI
ORD,CDG
ORD,MFM
ORD,JFK
ORD,OST
ORD,HKG
ORD,DUB
ORD,FCO
ORD,HND
ORD,SFO
ORD,NCE
ORD,BCN
ORD,AMS
ORD,RTM
ORD,LHR
ORD,MUC
ORD,KIX
ORD,BRU
ORD,ARN
ORD,HAM
ORD,OSL
ORD,CPH
ORD,FLR
ORD,EDI
MUC,CDG
MUC,MFM
MUC,JFK
MUC,OST
MUC,HKG
MUC,DUB
MUC,FCO
MUC,HND
MUC,SFO
MUC,NCE
MUC,BCN
MUC,AMS
MUC,RTM
MUC,LHR
MUC,ORD
MUC,KIX
MUC,BRU
MUC,ARN
MUC,HAM
MUC,OSL
MUC,CPH
MUC,FLR
MUC,EDI
KIX,CDG
KIX,MFM
KIX,JFK
KIX,OST
KIX,HKG
KIX,DUB
KIX,FCO
KIX,HND
KIX,SFO
KIX,NCE
KIX,BCN
KIX,AMS
KIX,RTM
KIX,LHR
KIX,ORD
KIX,MUC
KIX,BRU
KIX,ARN
KIX,HAM
KIX,OSL
KIX,CPH
KIX,FLR
KIX,EDI
BRU,CDG
BRU,MFM
BRU,JFK
BRU,OST
BRU,HKG
BRU,DUB
BRU,FCO
BRU,HND
BRU,SFO
BRU,NCE
BRU,BCN
BRU,AMS
BRU,RTM
BRU,LHR
BRU,ORD
BRU,MUC
BRU,KIX
BRU,ARN
BRU,HAM
BRU,OSL
BRU,CPH
BRU,FLR
BRU,EDI
ARN,CDG
ARN,MFM
