ARN,JFK
ARN,OST
ARN,HKG
ARN,DUB
ARN,FCO
ARN,HND
ARN,SFO
ARN,NCE
ARN,BCN
ARN,AMS
ARN,RTM
ARN,LHR
ARN,ORD
ARN,MUC
ARN,KIX
ARN,BRU
ARN,HAM
ARN,OSL
ARN,CPH
ARN,FLR
ARN,EDI
HAM,CDG
HAM,MFM
HAM,JFK
HAM,OST
HAM,HKG
HAM,DUB
HAM,FCO
HAM,HND
HAM,SFO
HAM,NCE
HAM,BCN
HAM,AMS
HAM,RTM
HAM,LHR
HAM,ORD
HAM,MUC
HAM,KIX
HAM,BRU
HAM,ARN
HAM,OSL
HAM,CPH
HAM,FLR
HAM,EDI
OSL,CDG
OSL,MFM
OSL,JFK
OSL,OST
OSL,HKG
OSL,DUB
OSL,FCO
OSL,HND
OSL,SFO
OSL,NCE
OSL,BCN
OSL,AMS
OSL,RTM
OSL,LHR
OSL,ORD
OSL,MUC
OSL,KIX
OSL,BRU
OSL,ARN
OSL,HAM
OSL,CPH
OSL,FLR
OSL,EDI
CPH,CDG
CPH,MFM
CPH,JFK
CPH,OST
CPH,HKG
CPH,DUB
CPH,FCO
CPH,HND
CPH,SFO
CPH,NCE
CPH,BCN
CPH,AMS
CPH,RTM
CPH,LHR
CPH,ORD
CPH,MUC
CPH,KIX
CPH,BRU
CPH,ARN
CPH,HAM
CPH,OSL
CPH,FLR
CPH,EDI
FLR,CDG
FLR,MFM
FLR,JFK
FLR,OST
FLR,HKG
FLR,DUB
FLR,FCO
FLR,HND
FLR,SFO
FLR,NCE
FLR,BCN
FLR,AMS
FLR,RTM
FLR,LHR
FLR,ORD
FLR,MUC
FLR,KIX
FLR,BRU
FLR,ARN
FLR,HAM
FLR,OSL
FLR,CPH
FLR,EDI
EDI,CDG
EDI,MFM
EDI,JFK
EDI,OST
EDI,HKG
EDI,DUB
EDI,FCO
EDI,HND
EDI,SFO
EDI,NCE
EDI,BCN
EDI,AMS
EDI,RTM
EDI,LHR
EDI,ORD
EDI,MUC
EDI,KIX
EDI,BRU
EDI,ARN
EDI,HAM
EDI,OSL
EDI,CPH
EDI,FLR
